"Ticker";"Name";"Type";"Amount";"Value in USD";"Value in BTC";"% of total";"Price in BTC";"Price in USD";"Trend 1h in %";"Trend 24h in %";"Trend 7d in %";"Trend 30d in %"
"NFP2";"NFPrompt";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000568800";"0.06246702";"-0.79";"-2.88";"-7.74";"-20.53"
"NOT";"Notcoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000016131";"0.00177155";"-1.05";"-7.06";"-1.38";"-19.36"
"NTRN";"Neutron";"Coin";"0.04966400";"0.00";"0.00000000";"0.00";"0.000000006263";"0.00068782";"0.00";"0.00";"4.50";"-0.03"
"NTRN2";"Neutron";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001009664";"0.11088379";"3.93";"7.83";"19.81";"4.79"
"NXT";"Nxt";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000003372";"0.00037032";"0.00";"0.00";"-24.70";"-0.03"
"OCEAN";"Ocean Protocol";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002515336";"0.27624041";"0.26";"-2.84";"-7.56";"-15.18"
"OM";"Mantra dao";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002019002";"0.22173179";"-0.83";"-6.15";"-6.08";"-21.00"
"OMG";"OMG Network";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001563316";"0.17168722";"-0.11";"-2.29";"-3.19";"-7.53"
"OMNI4";"Omni Network";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000031093940";"3.41481329";"-0.25";"-1.73";"-10.56";"22.21"
"ONG";"Ontology Gas";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001653610";"0.18160353";"-0.83";"-15.81";"6.56";"-9.31"
"ONT";"Ontology";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001589590";"0.17457270";"-0.13";"-20.85";"30.03";"13.50"
"ORDER";"Ordercoin";"Coin (dead)";"0.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"0.00";"0.00"
"OXY2";"Oxygen";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000014818";"0.00162735";"0.54";"-1.18";"2.21";"-54.50"
"PAY";"TenX";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000012764";"0.00140177";"0.00";"0.00";"-20.40";"-0.03"
"PEAQ";"peaq";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000602519";"0.06617012";"-0.79";"-5.19";"7.33";"-14.49"
"PECO";"Amun-polygon-ecosystem-index";"Coin";"1000.00000000";"0.00";"0.00000000";"0.00";"0.000000000005";"0.00000055";"0.00";"-16.67";"-16.67";"-16.67"
"PEPE12";"Based Pepe";"Coin";"12.61926747";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"0.00";"-100.00"
"PIXEL3";"Pixels";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000286273";"0.03143921";"-0.27";"-3.15";"-6.18";"-21.39"
"POLYDOGE";"PolyDoge";"Coin";"1111.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"-0.10";"-1.55";"-2.79";"0.00"
"PORTAL5";"Portal";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000365040";"0.04008959";"-0.05";"-4.51";"-9.72";"-27.19"
"POT";"PotCoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000016295";"0.00178956";"2.13";"7.23";"-20.86";"-21.79"
"REC";"Regalcoin";"Coin";"0.00072880";"0.00";"0.00000000";"0.00";"0.000000033154";"0.00364105";"0.67";"1.44";"12.76";"-0.03"
"RED";"RED";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000012017";"0.00131974";"0.00";"0.00";"0.00";"-0.03"
"REZ";"Renzo";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000110410";"0.01212550";"-0.03";"-3.82";"-6.71";"-18.64"
"RIZE";"Rizespor Token";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000225921";"0.02481120";"-3.81";"-4.73";"-27.79";"-67.12"
"RNDR";"Render";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000031443631";"3.45321722";"-0.40";"-2.21";"-7.29";"-19.87"
"ROOK";"Rook";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000004497831";"0.49396291";"0.00";"-3.95";"1.50";"-7.94"
"RSR";"Reserve Rights";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000069893";"0.00767582";"-0.45";"-3.49";"-9.84";"-14.88"
"RUNE";"THORChain";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000011106615";"1.21975589";"-0.34";"-4.24";"-7.27";"-18.33"
"SAFEMOON";"SafeMoon";"Coin";"31820.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"0.00";"0.00"
"SAROS";"Saros";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002904886";"0.31902176";"-0.46";"-6.09";"-17.62";"-8.69"
"SCR";"Scorum Coins";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000007120";"0.00078194";"0.00";"-7.89";"-8.11";"-12.10"
"SEA";"SEA";"Coin";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000004356";"0.00047839";"0.00";"0.00";"0.60";"-0.02"
"SGB2";"Songbird";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000050471";"0.00554285";"0.46";"-3.02";"-8.30";"-8.21"
"SHOOT";"Mars Battle";"Coin";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000001744";"0.00019153";"0.00";"0.00";"-1.03";"5.98"
"SKIBIDI";"Skibidi Toilet";"Coin";"0.60000000";"0.00";"0.00000000";"0.00";"0.000000000001";"0.00000011";"0.00";"0.00";"0.00";"0.00"
"SLP";"Smooth Love Potion";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000015470";"0.00169895";"-0.39";"-1.92";"-7.91";"-20.58"
"SNT";"Status";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000237527";"0.02608580";"-0.29";"-0.98";"-3.52";"-14.59"
"SRM";"Serum";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000117272";"0.01287910";"-0.09";"27.99";"4.92";"-11.54"
"STAR";"Starbase";"Coin";"4.13395164";"0.00";"0.00000000";"0.00";"0.000000000036";"0.00000395";"0.00";"0.00";"0.00";"0.00"
"STARS2";"StarLaunch";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000075893";"0.00833476";"0.00";"-2.67";"13.05";"-31.78"
"STEVMOS";"Stride Staked EVMOS";"Coin";"0.03876670";"0.00";"0.00000000";"0.00";"0.000000044567";"0.00489446";"0.00";"0.00";"8.18";"-14.17"
"STLUNA";"Lido Staked LUNA";"Coin";"0.00071200";"0.00";"0.00000000";"0.00";"0.000000023976";"0.00263310";"0.00";"0.00";"-0.51";"-0.03"
"STORJ";"Storj";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002287820";"0.25125404";"-0.20";"-3.30";"-5.26";"-16.88"
"STRAT";"Stratis";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000026190000";"2.87625049";"-0.37";"-3.21";"-2.79";"-8.04"
"STSOMM";"Stride Staked SOMM";"Coin";"0.00154900";"0.00";"0.00000000";"0.00";"0.000000011225";"0.00123276";"0.00";"0.00";"-6.11";"-0.03"
"STSTARS";"Stride Staked STARS";"Coin";"0.09420000";"0.00";"0.00000000";"0.00";"0.000000017276";"0.00189729";"0.00";"0.00";"0.87";"-8.51"
"STUMEE";"Stride Staked UMEE";"Coin";"0.08866100";"0.00";"0.00000000";"0.00";"0.000000002483";"0.00027269";"0.00";"0.00";"0.53";"-0.04"
"SWELL";"Swell Network";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000091849";"0.01008708";"-1.11";"-0.10";"-4.52";"-0.51"
"SXP";"Swipe";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001571683";"0.17260611";"-0.04";"-5.39";"0.62";"-17.00"
"SYL";"myDID";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000001856";"0.00020383";"-0.23";"-0.09";"-0.43";"-12.01"
"SYRUP";"SYRUP CAKE Staking";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000023542394";"2.58548386";"-0.22";"-4.31";"1.40";"-16.10"
"SYS";"Syscoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000369875";"0.04062059";"-0.23";"-2.47";"-8.57";"-16.81"
"TESTCOIN";"META GROW";"Coin";"1.94177500";"0.00";"0.00000000";"0.00";"0.000000000337";"0.00003701";"0.00";"0.00";"0.00";"0.00"
"THE";"THENODE";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000096633";"0.01061247";"0.00";"0.00";"-0.06";"-0.03"
"TLM";"Alien Worlds";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000041617";"0.00457048";"-0.37";"-3.18";"-4.19";"-18.11"
"TOMA";"Tomarket";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000007";"0.00000077";"-0.18";"-2.16";"2.93";"0.00"
"TOMO";"Tomochain";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002048168";"0.22493487";"-0.30";"-5.92";"-2.66";"-13.04"
"TON";"Tokamak Network";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000012267832";"1.34728361";"-0.40";"0.20";"-2.51";"-6.80"
"TREAT";"Treat DAO old";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000016240780";"1.78360257";"0.00";"0.00";"-3.88";"-0.03"
"TVK";"Terra-virtua-kolekt";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000136755";"0.01501877";"-40.72";"-62.47";"-41.45";"-5.83"
"TWIN";"Twinci";"Coin";"0.00003414";"0.00";"0.00000000";"0.00";"0.000000700495";"0.07693009";"0.00";"0.00";"0.00";"-0.03"
"TWT";"Trust Wallet Token";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000006884370";"0.75605852";"-0.37";"-0.22";"-1.28";"-9.77"
"UNB";"United Bull Traders";"Coin (dead)";"0.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"0.00";"0.00";"0.23"
"USDBC";"Bridged USDC";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000009100577";"0.99944784";"-0.26";"-0.52";"-0.01";"0.19"
"USDCE";"USD Coin Bridged";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000009114728";"1.00100194";"0.00";"0.01";"-0.01";"-0.05"
"UST";"Terrausd";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000119826";"0.01315959";"-1.18";"-6.77";"-2.11";"-10.46"
"USUAL";"Usual";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000582235";"0.06394249";"-0.89";"-4.96";"-6.60";"-32.48"
"VANA";"Nirvana";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000251419694";"27.61153180";"-0.11";"9999.99";"9999.99";"-0.03"
"VIC4";"Viction";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002041823";"0.22423805";"-0.64";"-3.06";"-3.86";"-12.63"
"VIVO";"Vivo";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000002630000";"0.28883310";"-0.37";"-3.21";"-2.79";"-8.04"
"VLX";"Velas";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000010370";"0.00113886";"1.58";"-4.88";"-4.50";"-48.74"
"W2";"Wormhole";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000651238";"0.07152057";"-0.39";"-6.56";"-10.93";"-19.38"
"WAZ";"MikeAI";"Coin";"69.00000000";"0.00";"0.00000000";"0.00";"0.000000000005";"0.00000055";"0.00";"-2.16";"3.83";"0.00"
"WBNB";"Wrapped BNB";"Coin";"0.00000001";"0.00";"0.00000000";"0.00";"0.007688435508";"844.36297792";"0.01";"-0.33";"-0.17";"0.35"
"WBTC";"Wrapped Bitcoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"1.005394659351";"110414.92481474";"0.08";"-0.73";"-4.50";"-7.74"
"WCT";"Waves Community Token";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001034164";"0.11357444";"0.00";"0.00";"1.10";"-0.03"
"WEB3";"Web3 Inu";"Coin";"14.47824200";"0.00";"0.00000000";"0.00";"0";"0.00000000";"0.00";"-4.80";"-9.03";"0.00"
"WGC2";"Wild Goat Coin";"Coin";"0.01000000";"0.00";"0.00000000";"0.00";"0.000000000726";"0.00007973";"-0.75";"-1.12";"6.83";"29.13"
"WINGS";"Wings";"Coin";"0.08572943";"0.00";"0.00000000";"0.00";"0.000000026183";"0.00287548";"0.00";"0.00";"0.00";"-0.03"
"WSG";"Wall Street Games old";"Coin (dead)";"2500000.00000000";"0.00";"0.00000000";"0.00";"0";"0.00000000";"-12.65";"35.15";"29.68";"0.00"
"XAI8";"Xai";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000431791";"0.04742035";"-0.55";"-2.42";"-2.41";"-17.91"
"XEM";"NEM";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000021321";"0.00234152";"-0.49";"-0.89";"-2.67";"-27.48"
"XSPEC";"Spectrecoin";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000009530000";"1.04660814";"-0.37";"-3.21";"-2.79";"-8.04"
"YFII";"DFI.Money";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000692803237";"76.08536271";"-0.23";"-5.67";"-7.92";"-20.77"
"ZCL";"ZClassic";"Coin";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000707099";"0.07765536";"0.00";"0.00";"0.00";"-0.03"
"ZEUS";"ZeusNetwork";"Coin";"7.83564803";"0.00";"0.00000000";"0.00";"0.000000000002";"0.00000022";"0.00";"0.00";"1.89";"0.00"
"1LP-ETH-";"";"ICO";"0.00000000";"0.00";"0.00000000";"0.00";"0.000104009204";"11.42254769";"0.00";"0.00";"0.00";"0.00"
"LP_EPS-B";"";"ICO";"0.00000000";"0.00";"0.00000000";"0.00";"0.000762370180";"83.72537622";"0.00";"0.00";"0.00";"0.00"
"SEPSP1";"";"ICO";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000363987";"0.03997395";"0.00";"0.00";"0.00";"0.00"
"SEPSP2";"";"ICO";"0.00000000";"0.00";"0.00000000";"0.00";"0.000001546944";"0.16988921";"0.00";"0.00";"0.00";"0.00"
"SPSP_PP3";"";"ICO";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"0.00";"0.00";"0.00";"0.00"
"0_420ANO";"";"Other";"42069.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"1000PEPP";"";"Other";"2869261.65000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"1LP-CHI-";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"545UD-RE";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AABEK";"";"Other";"41638628.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AAE";"";"Other";"232936.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AAXSC";"";"Other";"47836003790.50395000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ABFIN";"";"Other";"8792426.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ACCESSET";"";"Other";"103935.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ACCESSNO";"";"Other";"3000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ACHIVX";"";"Other";"0.00300000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AEFXIO";"";"Other";"800000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AIDINO";"";"Other";"80619477.60346961";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ALPACASC";"";"Other";"171319100.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AMPA";"";"Other";"12.61926747";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AVAXCLAS";"";"Other";"74.04175000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AWSAI";"";"Other";"10.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"AXIE";"";"Other";"3.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BABYCOCO";"";"Other";"79742061.15463787";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BANANADU";"";"Other";"400.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BANO";"";"Other";"100.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BEPA";"";"Other";"4.13395164";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BESTSC";"";"Other";"9608002.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BLACKHOL";"";"Other";"141.37515718";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BLESSING";"";"Other";"4.13395164";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BNBW";"";"Other";"95008796.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BONUSVIS";"";"Other";"17000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BPBG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BRLL";"";"Other";"1.98000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BSC-USD";"";"Other";"0.00000023";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BSCTOKEN";"";"Other";"1012131.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BTAROT";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BTTOLD";"";"Other";"-695.18949914";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BUYPOLYD";"";"Other";"5.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"BUYSPACE";"";"Other";"5.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CAKE-LP";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CBBTCV";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CGUSD";"";"Other";"0.00000700";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CLAIMAIR";"";"Other";"96.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CLAIMLID";"";"Other";"400.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CLAIMONC";"";"Other";"600.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CLAIMONS";"";"Other";"976216.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CLAIMREW";"";"Other";"698.25000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CLAIMST-";"";"Other";"936.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CLAIMUSD";"";"Other";"2835.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"CUSTOMTR";"";"Other";"9999.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"DEBRIDGE";"";"Other";"3.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"DXDEXIO";"";"Other";"2400000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"DYNO";"";"Other";"0.00812384";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"EBNB";"";"Other";"0.58526281";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ENA-WETH";"";"Other";"3730.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ENA-WWWW";"";"Other";"1384.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ERNIE";"";"Other";"1000000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ESTHER";"";"Other";"30526574.03758499";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ETH-1INC";"";"Other";"0.87000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"EVERSC";"";"Other";"1600000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FALCONCO";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FARM-1LP";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FARTWARS";"";"Other";"200.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FLOW14";"";"Other";"277.86395041";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FLOWDAOI";"";"Other";"1600000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FLUXSC";"";"Other";"1900000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FSLMBSIL";"";"Other";"5.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FWSTETH";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"FYDEPOIN";"";"Other";"117491.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"GGBOXSCO";"";"Other";"120000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"GGREEN";"";"Other";"999.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"GMTDI";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"GOFY";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"GOOFS";"";"Other";"3.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"GPT-4";"";"Other";"10.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"GRUU";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"HEALP";"";"Other";"911.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"HODC";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"IBCAKE";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"IBCFA33D";"";"Other";"0.00548400";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"IETHV2";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"IMMSC";"";"Other";"1900010.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"KRYOSS";"";"Other";"5051420.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"KSPS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"LELX";"";"Other";"43557.20000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"LIDOSRXY";"";"Other";"136.19200000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"LITCOIN";"";"Other";"1000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"LONA";"";"Other";"64833730.94613632";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"LP-94530";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"MBV";"";"Other";"12.61926747";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"MEASLES";"";"Other";"1002.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"MEBOX";"";"Other";"1000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"MNEAV";"";"Other";"300000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"MNEBSC";"";"Other";"300000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"MNEP";"";"Other";"600000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-3C979";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-48O5T";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4N60A";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4N6K2";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4N98B";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4N9DJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4N9DL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NDH6";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NG29";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NG4E";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NK87";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NKBK";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT5Q";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-4NT5S";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
