"Ticker";"Name";"Type";"Amount";"Value in USD";"Value in BTC";"% of total";"Price in BTC";"Price in USD";"Trend 1h in %";"Trend 24h in %";"Trend 7d in %";"Trend 30d in %"
"N-7TH7P";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7TO32";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7TPRA";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7U0QH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7U4VM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7U5BP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3D";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3E";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3F";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3G";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3H";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3I";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3J";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UF3K";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UJSO";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UJSP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7UO5F";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7V0AH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7V92D";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7V96S";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7VL8V";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-7VPE9";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-81P0M";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-81P29";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-81P2A";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-830BV";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-830C6";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-84BCP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-84CIL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-84HN9";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-858D3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-858D4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-858D5";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-858D6";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-85GA3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-85GA4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-85GA5";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-85QIH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8661N";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-86DNH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-86DNI";"";"Other";"-1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-88PKS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8S66N";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8TGND";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8U24G";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHC";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHD";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHE";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHF";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHH";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHI";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHJ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHK";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHM";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHN";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHO";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIHR";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIKL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-8UIKN";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9UBIP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9UBIQ";"";"Other";"6.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9UGJC";"";"Other";"4.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9UIKU";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9UQK8";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9VBAC";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9VBTR";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-9VT3G";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00CQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00CR";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00CS";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00CT";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00CU";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00CV";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00D0";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00D1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A00D2";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A13UP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A13UQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A13UR";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A13US";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A21CG";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A29F4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A2MO4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A38QV";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A3ND1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A4N22";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A4N8E";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A5G4F";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A64E3";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A65B1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A69ON";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A7P80";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A81N1";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A81N2";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A84M4";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A90Q2";"";"Other";"3.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A97CP";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A97CQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-A97EI";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-ABF05";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-ABF1Q";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AC5JB";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AD6NQ";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AD6NR";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-ADCEB";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-ADCOL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AGN67";"";"Other";"3.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AIO3I";"";"Other";"3.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AIUAL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AIV12";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"N-AJD2A";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"NEVERSOL";"";"Other";"590000000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"NOROVIRU";"";"Other";"1021.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"NOTSET";"";"Other";"23748.04033293";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"NotSet";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"NTDM";"";"Other";"0.23560000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PAAVE";"";"Other";"30.48000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PAWSTMES";"";"Other";"64110.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PAYOUSC";"";"Other";"2782.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PBV";"";"Other";"8.48531583";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PCHS";"";"Other";"102.85245300";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PL";"";"Other";"2.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PNEGU";"";"Other";"694190.32636000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"POLYGONC";"";"Other";"1497.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"POVT";"";"Other";"130.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PSI-NEX";"";"Other";"2710.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"QISWAP";"";"Other";"120.66714502";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"RAFFLETI";"";"Other";"4.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"REWARDAT";"";"Other";"10000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"REWARDTO";"";"Other";"515.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"RICHESWA";"";"Other";"889049828.09060720";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"RUSS";"";"Other";"361801.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"SHANGHAI";"";"Other";"200.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"SHIB-TME";"";"Other";"5000000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"SHIBTMES";"";"Other";"6450000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"STCMDX";"";"Other";"0.00957000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"STETH3";"";"Other";"-0.01101807";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"STFITFI";"";"Other";"1003.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"STHY";"";"Other";"6500.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"STKETHCO";"";"Other";"12.50000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"STREAMGP";"";"Other";"100.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"SVV";"";"Other";"104.70479928";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"SVVV";"";"Other";"-102.95354779";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"SWAPYOUR";"";"Other";"12.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TBBTORG";"";"Other";"50000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TENO";"";"Other";"233.05247500";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TIMO";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TIREX";"";"Other";"12.61926747";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TLOU";"";"Other";"39000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TOMATOMA";"";"Other";"500.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TRUMP-CL";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"TU7ORG";"";"Other";"7127850.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"U5DC";"";"Other";"-1500.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"UD";"";"Other";"-22723.76198585";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"UD-TMESU";"";"Other";"1695.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"UDTMESUS";"";"Other";"43665.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"UNI-CLAI";"";"Other";"980.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"USD0WWWU";"";"Other";"1140.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"USDSWAPI";"";"Other";"1286698.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"USDTLILO";"";"Other";"5000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"USI";"";"Other";"1000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"VELOSC";"";"Other";"150000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"VERASC";"";"Other";"1600000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"VISITETH";"";"Other";"5000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"VISITHTT";"";"Other";"801.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"VISITUSU";"";"Other";"68026.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"VISITWEB";"";"Other";"1.70000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"WEETH-RE";"";"Other";"1.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"WSTETHX";"";"Other";"1.28989077";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"XCH5IO";"";"Other";"821112.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"XCH5NET";"";"Other";"3437824.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ZEPEIO";"";"Other";"8250000.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ZERSIO";"";"Other";"22574.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"ZKJ";"";"Other";"0.00000000";"0.00";"0.00000000";"0.00";"0.000000000000";"0.00000000";"";"";"";""
"PNUT";"Pnut";"Coin";"-8.16825628";"0.00";"-0.00000003";"0.00";"0.000000004227";"0.00046422";"0.00";"-7.32";"-8.81";"-3.41"
"OXY";"Oxycoin";"Coin";"-43.99989500";"0.00";"-0.00000004";"0.00";"0.000000000960";"0.00010543";"0.00";"0.00";"0.00";"0.00"
"HEI";"Sohei";"Coin";"-48.24111610";"-0.01";"-0.00000009";"0.00";"0.000000001767";"0.00019406";"0.00";"0.00";"0.10";"0.00"
"FUEL";"Etherparty";"Coin";"-70.04000000";"-0.01";"-0.00000010";"0.00";"0.000000001493";"0.00016396";"0.00";"0.00";"6.48";"0.00"
"FDUSD";"First Digital USD";"Coin";"-0.03200000";"-0.03";"-0.00000029";"0.00";"0.000009091383";"0.99843814";"0.00";"0.02";"-0.07";"-0.15"
"MATIC";"Polygon";"Coin";"-1.00000020";"-0.24";"-0.00000214";"0.00";"0.000002140000";"0.23502009";"-0.37";"-7.11";"0.99";"-2.09"
"LUNC";"Terra Classic";"Coin";"-61944.58000000";"-3.60";"-0.00003278";"0.00";"0.000000000529";"0.00005810";"-0.34";"-4.44";"0.87";"-9.22"
"GST9";"Green Satoshi Token SOL";"Coin";"-1416.34948900";"-7.84";"-0.00007141";"0.00";"0.000000050415";"0.00553670";"0.03";"-4.23";"-7.21";"-14.34"
"MIOTA";"IOTA";"Coin";"-239.67069107";"-45.49";"-0.00041419";"-0.01";"0.000001728159";"0.18979069";"-0.29";"-2.28";"-6.23";"-13.95"
"BUSD";"BUSD";"Coin";"-1683.48012553";"-1684.67";"-0.01533992";"-0.40";"0.000009112027";"1.00070531";"-0.01";"0.01";"-0.12";"-0.12"
